ID,Bezirk,Standort,Vertrag,Betreiber,Modelltyp,Symbol,Öffnungszeiten,Nutzungsentgelt,Zahlungsart,Barrierefrei,Barrierearm,Wickeltisch
2,Mitte,WC-Center Alexanderplatz 1,Toilettenvertrag mit Wall,Wall GmbH,WC-Center,WC,Mo-Sa 07:00-22:00 So 10:00-22:00,0.5,Bargeld,nein,ja,ja
4,Spandau,WC-Center Spandauer Markt,Toilettenvertrag mit Wall,Wall GmbH,WC-Center,WC,Mo-Sa 07:00-22:00 So 10:00-22:00,0.2,Bargeld,nein,ja,ja
6,Charlottenburg-Wilmersdorf,"Hohenzollerndamm vor Rheinbabenallee (Roseneck, Hundekehlestr.)",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
7,Spandau,"Rathaus Spandau, Altstädter Ring hinter Stabholzgarten",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 2 Plätzen,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
9,Steglitz-Zehlendorf,Schloßstr. ggü. 33-35 auf dem Hermann-Ehlers-Platz,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 2 Plätzen,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
10,Neukölln,Waltersdorfer Chaussee ggü. 5-7 hinter Groß Ziethener Chaussee,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
11,Tempelhof-Schöneberg,"Wittenbergplatz, Ansbacher Str. ggü. 24 vor Tauentzienstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
13,Reinickendorf,Alt-Tegel 1-3 vor Berliner Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit Kiosk,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
17,Mitte,"Museumsinsel, Am Lustgarten vor Bodestr. (neben Berliner Dom)",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
18,Charlottenburg-Wilmersdorf,"George-Grosz-Platz, Kurfürstendamm 50 vor Schlüterstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
19,Mitte,Str. des 17. Juni hinter Ebertstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
21,Friedrichshain-Kreuzberg,Erich-Steinfurth-Str. am Hermann-Stöhr-Platz (Ostbahnhof),Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
22,Mitte,Burgstr. (James-Simon-Park) ggü. 28 ggü. Henriette-Herz-Platz,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 2 Plätze mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
23,Mitte,Seestr. 94 Mittelinsel hinter Müllerstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
26,Charlottenburg-Wilmersdorf,Pestalozzistr. 77 hinter Wilmersdorfer Str. 117,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
27,Neukölln,Hermannplatz 9 Mittelinsel vor Sonnenallee,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
29,Steglitz-Zehlendorf,"S-Bhf. Zehlendorf, Teltower Damm 37-39 ggü. Machnower Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
30,Lichtenberg,"S-Bhf. Lichtenberg, Weitlingstraße 1 vor Einbecker Straße",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
31,Friedrichshain-Kreuzberg,"Platz der Vereinten Nationen, Landsberger Allee vor Friedenstr. stew.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
32,Pankow,Waldstr. ggü. 89 Mittelinsel hinter Hermann-Hesse-Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
33,Friedrichshain-Kreuzberg,Warschauer Str. ggü. 33 hinter ggü. Marchlewskistr. (Helsingforser Str.),Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
36,Tempelhof-Schöneberg,"Bundesallee, Friedrich-Wilhelm-Platz 4 ggü. Wilhelmshöher Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
37,Tempelhof-Schöneberg,"S-Bhf. Tempelhof, Tempelhofer Damm 108",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 2 Plätzen,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
38,Charlottenburg-Wilmersdorf,"Hochmeisterplatz, Westfälische Str. ggü. 70 hinter Johann-Georg-Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
39,Mitte,Waldstr. 1 Mittelinsel hinter Turmstr. 55,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
41,Marzahn-Hellersdorf,"S-Bhf. Springfuhl, Helene-Weigel-Platz 4 vor Märkische Allee",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
43,Tempelhof-Schöneberg,"S-Bhf. Lichtenrade, Briesingstr. ggü. 1 hinter Bahnhofstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
44,Neukölln,"U-Bhf. Lipschitzallee, Lipschitzplatz hinter Lipschitzallee 72",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
45,Pankow,"Kollwitzplatz, Kollwitzstr. ggü. 56A vor Knaackstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
46,Tempelhof-Schöneberg,"Platz der Luftbrücke, Tempelhofer Damm vor Manfred-von-Richthofen-Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
47,Spandau,"Moritzstr. hinter Altstädter Ring , Parkplatz",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
48,Reinickendorf,"S-Bhf. Frohnau, Welfenallee 1-5 vor Ludolfinger Platz",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
49,Lichtenberg,"S-Bhf. Karlshorst, Stolzenfelsstr. hinter Treskowallee",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
50,Spandau,"Imchenplatz, Imchenallee ggü. Alt-Kladow",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
51,Steglitz-Zehlendorf,Brauerstr. ggü. 1 hinter Königsberger Str. (Kranoldplatz),Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
52,Pankow,"Antonplatz, Berliner Allee 34 hinter ggü. Langhansstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
53,Pankow,"Breite Str. 35 Mittelinsel (Anger, Pfarrkirche)",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 2 Plätze mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
55,Friedrichshain-Kreuzberg,Skalitzer Str. ggü. 6 hinter Lausitzer Platz,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
56,Spandau,"Metzer Platz, Pichelsdorfer Str. ggü. 118 vor Jägerstr. (Wilhelmstadt)",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
57,Tempelhof-Schöneberg,Alt-Mariendorf 33 vor Mariendorfer Damm 131,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
58,Reinickendorf,"S-Bhf. Tegel, Buddeplatz, Buddestraße ggü. 12 hinter Grußdorfstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
59,Charlottenburg-Wilmersdorf,"U-Bhf. Jakob-Kaiser-Platz, Kurt-Schumacher-Damm hinter Jakob-Kaiser-Platz (Klausingring 21)",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
60,Charlottenburg-Wilmersdorf,"Hohenzollernplatz, Hohenzollerndamm 199 vor Nassauische Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
62,Pankow,Schönhauser Allee hinter 137 vor Cantianstr. 1,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
63,Steglitz-Zehlendorf,"S-Bhf. Lankwitz, Leonorenstr. Ggü. 67 hinter Kaulbachstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
64,Spandau,Neuendorfer Str. 2 vor ggü. Bismarckstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
65,Charlottenburg-Wilmersdorf,Klausenerplatz ggü. 23 Mittelinsel vor Spandauer Damm,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
66,Treptow-Köpenick,"S-Bhf. Friedrichshagen, Dahlwitzer Landstr. ggü. Schöneicher Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
67,Charlottenburg-Wilmersdorf,"Hans-Rosenthal-Platz , Kufsteiner Str. ggü. Fritz-Elsas-Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
68,Mitte,Potsdamer Str. 109 hinter Kurfürstenstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 2 Plätze mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
69,Marzahn-Hellersdorf,Marzahner Promenade (Fußgängerzone) 30-33 ggü. Franz-Stenzer-Str. 21-23,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
70,Friedrichshain-Kreuzberg,Planufer hinter Kottbusser Str./Kottbusser Brücke,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
71,Spandau,Kladower Damm 387 vor Sakrower Landstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
73,Marzahn-Hellersdorf,"U-Bhf. Elsterwerdaer Platz, Elsterwerdaer Platz 1 - 3 vor U-Bhf.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
74,Tempelhof-Schöneberg,Innsbrucker Platz Mittelinsel vor Wexstr. 1,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
75,Treptow-Köpenick,"S-Bhf. Grünau, Wassersportallee hinter Adlergestell",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
76,Marzahn-Hellersdorf,"U-Bhf. Kaulsdorf-Nord, Hellersdorfer Str. 78 ggü. Ludwigsluster Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
77,Steglitz-Zehlendorf,Argentinische Allee vor Fischerhüttenstr. 68,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
78,Reinickendorf,"Kurt-Schumacher-Platz, Scharnweberstr. ggü. 19 vor Kurt-Schumacher Damm",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
79,Steglitz-Zehlendorf,U-Bhf. Breitenbachplatz 8 Mittelinsel hinter Dillenburger Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
81,Tempelhof-Schöneberg,"Winterfeldtplatz, Hohenstaufenstr. 1 hinter Goltzstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
82,Treptow-Köpenick,"S-Bhf. Schöneweide, Sterndamm 8 - 10",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
83,Reinickendorf,"S-Bhf. Wittenau, Göschenplatz, Oranienburger Str. 184 - 185",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
84,Friedrichshain-Kreuzberg,Gneisenaustr. 39 hinter Schleiermacher Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
85,Friedrichshain-Kreuzberg,"Görlitzer Park, Wiener Str. 59A ggü. Glogauer Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
86,Pankow,Elsa-Brändström-Str. 2 Mittelinsel hinter Berliner Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
87,Pankow,Schivelbeiner Str. 1 Mittelinsel hinter Schönhauser Allee,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
88,Lichtenberg,Gudrunstr. 20 vor Rüdigerstr. (am Zentralfriedhof Friedrichsfelde),Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
89,Friedrichshain-Kreuzberg,"Wühlischplatz, Wühlischstr. ggü. 11 hinter Sonntagstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
90,Tempelhof-Schöneberg,Mariendorfer Damm 90 vor Prinzenstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 2 Plätze mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
91,Friedrichshain-Kreuzberg,Friedrichstr. ggü. 10-11 vor Franz-Klühs-Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
92,Charlottenburg-Wilmersdorf,"S-Bhf. Grunewald, Fontanestr. ggü. Winklerstr. 28 (Kamielplatz)",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
93,Lichtenberg,"S-Bhf. Nöldnerplatz, Archibaldweg vor Lückstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
94,Charlottenburg-Wilmersdorf,"Bundesallee, Bundesplatz 6 Mittelinsel vor Detmolder Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
95,Mitte,"Humboldthain, Gustav-Meyer-Allee hinter Brunnenstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
97,Lichtenberg,"S-Bhf. Wartenberg , Egon-Erwin-Kisch-Str. 28",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
98,Charlottenburg-Wilmersdorf,Ludwigkirchplatz 12 vor Pfalzburger Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
99,Friedrichshain-Kreuzberg,"Am Märchenbrunnen, Friedenstr. ggü. 4 vor ggü. Georgenkirchstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
100,Treptow-Köpenick,Kiefholzstr. 258 hinter Baumschulenstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
101,Mitte,Stralsunder Str. (Fußgängerzone) 61 hinter Brunnenstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
102,Pankow,Grellstr. 39 Mittelinsel hinter Greifswalder Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
103,Neukölln,Richardplatz 17 Mittelinsel hinter Richardstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
104,Charlottenburg-Wilmersdorf,Eberbacher Str. 24 Mittelinsel hinter Binger Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
106,Tempelhof-Schöneberg,Hauptstr. 128 Mittelinsel vor Albertstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
107,Charlottenburg-Wilmersdorf,Badensche Str. 29 hinter Berliner Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
108,Mitte,Ungarnstr. ggü. 58 hinter ggü. Indische Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
109,Friedrichshain-Kreuzberg,"Forckenbeckplatz, Eldenaer Str. ggü. 44-45 hinter Liebigstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
110,Tempelhof-Schöneberg,Dürerplatz 5 vor Rembrandtstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
111,Pankow,Wiltbergstr. 19 vor Walter-Friedrich-Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
112,Mitte,Osloer Str. 18 Mittelinsel hinter Prinzenallee,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
113,Treptow-Köpenick,Am Treptower Park ggü. 31-32,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
114,Tempelhof-Schöneberg,"Bülowstr. ggü. 49 vor Yorckstr., Goebenstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
115,Mitte,Turmstr. ggü. 20a-21 vor ggü. Bandelstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
