ID,Bezirk,Standort,Vertrag,Betreiber,Modelltyp,Symbol,Öffnungszeiten,Nutzungsentgelt,Zahlungsart,Barrierefrei,Barrierearm,Wickeltisch
387,Lichtenberg,"S-Bhf. Storkower Str., Storkower Straße 207 a vor Zugang S-Bhf.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 2 Plätzen,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
388,Lichtenberg,Hauptstr. ggü. 44 A vor Rhinstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
405,Lichtenberg,"U-Bhf. Tierpark, Am Tierpark 72 hinter Otto-Schmirgal-Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
410,Treptow-Köpenick,Marktplatz Adlershof ,Toilettenvertrag mit Wall,-,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
668,Friedrichshain-Kreuzberg,"Petersburger Platz, Straßmannstr. ggü. 21 vor Petersburger Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
671,Friedrichshain-Kreuzberg,Simplonstr. ggü. Lenbachstr. (ggü. Annemirl-Bauer-Platz),Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
674,Friedrichshain-Kreuzberg,"Weberwiese, Marchlewskistr. ggü. 16 vor Hildegard-Jadamowitz-Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
679,Friedrichshain-Kreuzberg,"Viktoriapark, Kreuzbergstr. ggü. 31 hinter Katzbachstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
681,Friedrichshain-Kreuzberg,"Mendelssohn-Bartholdy-Park, Schöneberger Str. ggü. 21A-22 hinter Hafenplatz",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
684,Friedrichshain-Kreuzberg,"Besselpark, Besselstr. hinter Friedrichstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
685,Friedrichshain-Kreuzberg,"Waldeckpark, Alte Jakobstr. ggü. 110 hinter Oranienstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
686,Friedrichshain-Kreuzberg,Oranienplatz ggü. 1,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
687,Friedrichshain-Kreuzberg,"Böcklerpark, Prinzenstr. 1 hinter Carl-Herz-Ufer/Baerwaldbrücke (Op1-3)",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
688,Friedrichshain-Kreuzberg,"U-Bhf. Schlesisches Tor, Oberbaumstr. Vor 11 hinter Schlesische Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 2 Plätze mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
690,Friedrichshain-Kreuzberg,"Hohenstaufenplatz, Boppstr. ggü. 4",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
692,Tempelhof-Schöneberg,"Dennewitzplatz, Dennewitzstr. ggü. 22 vor Bülowstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
695,Friedrichshain-Kreuzberg,Warschauer Str. hinter 47-48 vor Mühlenstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
696,Friedrichshain-Kreuzberg,Falckensteinstr. hinter 38 vor Schlesische Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,08:00 Uhr - 20:00 Uhr,0.0,-,ja,ja,nein
700,Friedrichshain-Kreuzberg,"Grünanlage, Waterloo hinter ggü. Hallesche-Tor-Brücke ",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 2 Plätzen,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
704,Neukölln,"S-Bhf. Hermannstr., Siegfriedstr. ggü. 23 hinter Hermannstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
705,Neukölln,Volkspark Hasenheide über Zufahrt Columbiadamm 160,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
715,Tempelhof-Schöneberg,Holzmannstr. ggü. 23 vor Rohrbeckstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
716,Tempelhof-Schöneberg,"Friedhof Eythstr., Eythst. 1-25 ggü. Bessemerstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
717,Tempelhof-Schöneberg,"Am Heidefriedhof, Reißeckstr. 14",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
719,Marzahn-Hellersdorf,"S-Bhf. Mahlsdorf, Hönower Str. ggü. 79 hinter ggü. Treskowstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
729,Lichtenberg,"Rheinsteinpark, Königswinterstr. ggü. 7 vor Rheinsteinstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
734,Lichtenberg,"S-Bhf. Friedrichsfelde-Ost, Seddiner Str. 22",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
738,Spandau,Lindenufer ggü. 10,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
741,Tempelhof-Schöneberg,Barnetstr. ggü. 54 vor Ekensunder Weg,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
742,Tempelhof-Schöneberg,Büsingstr. ggü. 2 vor Bornstr. (Spielplatz),Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
743,Tempelhof-Schöneberg,"Wartburgplatz, Martin-Luther-Str. vor Apostel-Paulus-Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
744,Tempelhof-Schöneberg,Motzstr. ggü. 41 vor Geisbergstr. 1-2,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
745,Mitte,"Hansaplatz, Altonaer Str. ggü. 20-22 neben Kirche",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
747,Mitte,"Weinbergspark, Veteranenstr. ggü. 22",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
748,Mitte,Heinrich-Heine-Str. 16 vor Annenstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
751,Charlottenburg-Wilmersdorf,"S-Bhf. Jungfernheide, Lambertstr. ggü. Gallesteig",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
758,Mitte,"Spittelmarkt, Niederwallstr. vor Leipziger Str. 54",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
762,Mitte,"U-Bhf. Osloer Str., Osloer Str. hinter Schwedenstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
765,Mitte,Ostender Str. ggü. 12 hinter ggü. Antwerpener Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
790,Mitte,Dubliner Str. vor Bristolstr. (Plansche Schillerpark),Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 2 Plätzen,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
794,Treptow-Köpenick,"S-Bhf. Spindlersfeld, Ottomar-Geschke-Str. ggü. 49 vor Ernst-Grube-Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
795,Treptow-Köpenick,Freiheit 1 hinter Alt-Köpenick / Kirchstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
796,Reinickendorf,"Letteplatz, Letteallee ggü. 46 vor ggü. Kühleweinstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
797,Reinickendorf,Senftenberger Ring vor 99 (BMX-Park/Skater-Park MV),Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 2 Plätzen,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
798,Reinickendorf,"Steinbergpark, Waidmannsluster Damm ggü. 85",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
801,Reinickendorf,"Freizeitpark Lübars, Spielplatz Alte Fasanerie/Freizeitpark Lübars",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
802,Spandau,Alt-Gatow hinter 65 (Parkplatz),Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
804,Friedrichshain-Kreuzberg,Hallesches Ufer hinter Gitschiner Str./Mehringplatz ,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
806,Pankow,"Am Weißen See, Parkstr. ggü. 80 hinter ggü. Blechenstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
807,Friedrichshain-Kreuzberg,"Rudolfplatz, Modersohnstr. ggü. 53-55 hinter Rudolfstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
808,Neukölln,Fulhamer Allee ggü. 34,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
809,Lichtenberg,Zingster Str. hinter Ribnitzer Str. 17,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
847,Steglitz-Zehlendorf,"Wannsee , Rönnebypromenade vor Anlegestelle Wannsee (hi. Kronprinzessinenweg)",Toilettenvertrag mit Wall,Wall GmbH,gemauert,WC,April-Sept. 07:00 -22:00  Okt. - März 08:00-20:00,0.0,-,nein,nein,nein
859,Friedrichshain-Kreuzberg,"Wendenpark, Alt-Stralau, Tunnelstr. ggü. 48-48C hinter Alt-Stralau",Toilettenvertrag mit Wall,Wall GmbH,gemauert,WC,24h,0.0,-,nein,nein,nein
863,Treptow-Köpenick,"Treptower Park, Weltspielplatz/Alt-Treptow hinter Bulgarische Str.",Toilettenvertrag mit Wall,Wall GmbH,automatisches WC,WC,24h,0.0,-,nein,nein,nein
868,Pankow,Hubertusdamm ggü. 7 (Parkplatz Bhf. Karow),Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
872,Charlottenburg-Wilmersdorf,"Olympiastadion, Jesse–Owens–Allee ggü Allee vor ggü. 2 ggü. Eingang Reithalle/Tunnelweg",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 2 Plätzen,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
876,Friedrichshain-Kreuzberg,"Alt-Stralau, Tunnelstr. hinter 12, Alt-St",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
877,Friedrichshain-Kreuzberg,"Görlitzer Park, Zugang Skalitzer Str. vor Görlitzer Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 2 Plätze mit 2 Pissoirs,WC,08:00 Uhr - 20:00 Uhr,0.0,-,ja,ja,nein
878,Friedrichshain-Kreuzberg,"Görlitzer Park, Zugang ggü. Görlitzer Str. 56",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 2 Plätze mit 2 Pissoirs,WC,08:00 Uhr - 20:00 Uhr,0.0,-,ja,ja,ja
880,Mitte,"Park am Weinbergsweg, Weinbergsweg vor ggü. Zehdenicker Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
882,Neukölln,Weichselstr. ggü. 34 vor Maybachufer,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
883,Pankow,"Bürgerpark Pankow, Leonhard-Frank-Str. ggü. 1 hinter Am Bürgerpark",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
884,Reinickendorf,"Klixarena, Zobeltitzstr. ggü. 93 hinter Klixstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
885,Reinickendorf,"Franz-Neumann-Platz, Pankower Allee ggü. 1 hinter Markstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
888,Spandau,Herrstraße vor 229,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
889,Steglitz-Zehlendorf,"U-Bhf. Onkel-Toms-Hütte, Onkel-Tom-Str. 95 hinter Wilskistr. 51 D",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
890,Steglitz-Zehlendorf,"S-Bhf. Schlachtensee, Am Schlachtensee hinter ggü. Breisgauer Str.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 2 Plätze mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
892,Tempelhof-Schöneberg,Dominicusstr. 16-18 hinter Fritz-Elsas-Str./Koburger Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
893,Lichtenberg,Egon-Erwin-Kisch-Str. vor 106 hinter ggü. Grevesmühlener Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
897,Friedrichshain-Kreuzberg,Mariannenplatz 2-3,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
904,Charlottenburg-Wilmersdorf,Berkaer Str. vor 1 hinter Breite Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
905,Friedrichshain-Kreuzberg,Paul-Lincke-Ufer ggü. 16 hinter ggü. Forster Str. (neben Bouleplatz),Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 2 Plätze mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
906,Steglitz-Zehlendorf,Sundgauer Str. 109 Parkplatz,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
907,Neukölln,"Böhmischer Platz, Böhmische Str. ggü. 45 vor Schudomastr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
909,Lichtenberg,"Sportforum,Weißenseer Weg vor 53",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
910,Marzahn-Hellersdorf,Gothaer Str. 37 hinter Eisenacher Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
911,Marzahn-Hellersdorf,"Kienbergpark, Hellersdorfer Str. 159 neben Seilbahn-Station",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 2 Plätze mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
912,Marzahn-Hellersdorf,Schönagelstr. vor Oppermannstr./Stangeweg 49,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
913,Marzahn-Hellersdorf,An der Wuhle ggü. 56 vor Ulmenstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
914,Treptow-Köpenick,"S-Bhf. Plänterwald, Bahnhofsvorplatz hinter Erich-Lodemann-Str. 1",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
916,Neukölln,An der Werderlake hinter Glashütter Weg 22,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
917,Tempelhof-Schöneberg,"Winterfeldtplatz, Gleditschstr. vor 5",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
918,Friedrichshain-Kreuzberg,"Lohmühleninsel, Lohmühlenstr. vor Vor dem Schlesischen Tor",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
920,Charlottenburg-Wilmersdorf,Stuttgarter Platz ggü. 15 hinter Windscheidstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
921,Mitte,Afrikanische Str. ggü. 92 vor ggü. Otawistr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
922,Charlottenburg-Wilmersdorf,"Lietzenseepark, Kaiserdamm ggü. 8 vor Witzlebenplatz",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
923,Treptow-Köpenick,Hermann-Dorner-Allee hinter ggü. Barbara-McClintock-Straße (Landschaftspark Johannisthal/Adlershof),Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
924,Neukölln,Alt-Buckow 25 vor Landschöppenpfad,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
925,Mitte,"Sellerpark, Sellerstr. ggü. 15",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
926,Friedrichshain-Kreuzberg,"Admiralbrücke, Planufer ggü. Grimmstr./Böckhstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
927,Spandau,Gärtnereiring ggü. 54 hinter ggü. Pfarrer-Theile-Str. 131,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
928,Spandau,Niederneuendorfer Allee 11 vor Werderstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
930,Lichtenberg,Rummelsburger Str. vor Eggersdorfer Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
931,Lichtenberg,Roederplatz vor Weißenseer Weg 1,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
933,Mitte,Soldiner Str. 77 hinter ggü. Stockholmer Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
934,Friedrichshain-Kreuzberg,"Schleidenplatz, Waldeyerstr. ggü. 5 vor Pettenkoferstr.",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
936,Marzahn-Hellersdorf,Köpenicker Str. 259 A hinter Hadubrandstr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
937,Reinickendorf,"Dianaplatz, Dianastr. hinter 59 a",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
